Model,Production Year,Number of Engines,Engine Type,Capacity,Range (km),Fuel Consumption (L/hour),Hourly Maintenance Cost ($),Age,Sales Region,Price ($)
Airbus A320,2013,2,Turbofan,180,6300,10.39,2312.58,10,Asya,120937481.44
Airbus A320,2004,2,Turbofan,180,6300,11.11,2398.7,19,Asya,110274084.94
Airbus A320,2010,2,Turbofan,180,6300,14.4,2224.72,13,Asya,120842273.55
Airbus A320,2007,2,Turbofan,180,6300,14.32,4628.0,16,Asya,111128108.65
Boeing 737,1986,2,Turbofan,162,5700,14.45,2946.7,37,Asya,60316409.91
Boeing 737,2011,2,Turbofan,162,5700,13.16,1299.66,12,Asya,91096508.12
Airbus A350,1990,2,Turbofan,350,14800,8.05,4428.11,33,Asya,267313324.64
Cessna 172,2003,1,Piston,4,1285,34.18,2867.02,20,Asya,280843.77
Boeing 777,2011,2,Turbofan,396,15600,10.68,2278.64,12,Asya,672259384.05
Bombardier CRJ200,1980,2,Turbofan,50,3000,6.24,2524.45,43,Asya,12151905.62
Airbus A320,2016,2,Turbofan,180,6300,9.51,1260.06,7,Asya,143268052.65
Boeing 737,1990,2,Turbofan,162,5700,13.12,3209.45,33,Asya,58877076.97
Airbus A320,2018,2,Turbofan,180,6300,9.67,3569.7,5,Asya,145716194.3
Airbus A320,1991,2,Turbofan,180,6300,6.46,3332.08,32,Asya,91246353.69
Airbus A320,2002,2,Turbofan,180,6300,11.74,737.47,21,Asya,94723588.4
Airbus A350,1988,2,Turbofan,350,14800,5.07,1088.34,35,Asya,326896459.71
Boeing 777,1997,2,Turbofan,396,15600,6.57,2353.21,26,Asya,457189602.64
Airbus A320,2017,2,Turbofan,180,6300,11.61,3216.26,6,Asya,133426476.37
Airbus A320,1981,2,Turbofan,180,6300,12.61,2019.13,42,Asya,72097704.5
Bombardier CRJ200,1986,2,Turbofan,50,3000,7.09,3516.4,37,Asya,13057647.49
Bombardier CRJ200,1988,2,Turbofan,50,3000,2.39,4191.7,35,Asya,13169255.66
Cessna 172,2020,1,Piston,4,1285,26.49,4642.39,3,Asya,377886.44
Boeing 777,2014,2,Turbofan,396,15600,3.17,3524.11,9,Asya,565056490.57
Airbus A350,2011,2,Turbofan,350,14800,8.18,3471.37,12,Asya,593745222.31
Airbus A350,2002,2,Turbofan,350,14800,10.3,2064.32,21,Asya,450282859.26
Boeing 777,2019,2,Turbofan,396,15600,3.5,2731.09,4,Asya,734153129.23
Boeing 777,2003,2,Turbofan,396,15600,13.11,2117.88,20,Asya,438407582.38
Airbus A320,2002,2,Turbofan,180,6300,5.51,3755.51,21,Asya,88343624.51
Airbus A350,2005,2,Turbofan,350,14800,13.56,1051.29,18,Asya,467214833.23
Boeing 777,2001,2,Turbofan,396,15600,9.76,3289.88,22,Asya,437115751.13
Airbus A320,1991,2,Turbofan,180,6300,4.94,2788.74,32,Asya,75031191.39
Airbus A320,2019,2,Turbofan,180,6300,12.27,4199.62,4,Asya,171754827.66
Boeing 777,2009,2,Turbofan,396,15600,10.98,3203.92,14,Asya,655398398.7
Boeing 737,2006,2,Turbofan,162,5700,7.32,2900.03,17,Asya,86831283.86
Airbus A350,2022,2,Turbofan,350,14800,10.48,4134.96,1,Asya,753813933.62
Bombardier CRJ200,2006,2,Turbofan,50,3000,5.73,1747.59,17,Asya,16511254.37
Boeing 777,1980,2,Turbofan,396,15600,4.87,1696.08,43,Asya,441954740.04
Boeing 777,2007,2,Turbofan,396,15600,2.97,3957.27,16,Asya,563578056.05
Airbus A350,1987,2,Turbofan,350,14800,5.74,1056.53,36,Asya,336980461.17
Cessna 172,2008,1,Piston,4,1285,44.51,1608.34,15,Asya,321816.3
Bombardier CRJ200,1997,2,Turbofan,50,3000,12.4,1221.64,26,Asya,10588124.44
Bombardier CRJ200,1980,2,Turbofan,50,3000,14.14,3939.4,43,Asya,10907721.69
Boeing 777,1991,2,Turbofan,396,15600,9.44,4174.72,32,Asya,355806063.15
Airbus A320,2009,2,Turbofan,180,6300,4.22,3089.23,14,Asya,113459699.1
Airbus A350,2004,2,Turbofan,350,14800,10.97,2828.37,19,Asya,444658362.79
Airbus A350,2015,2,Turbofan,350,14800,8.39,2553.42,8,Asya,779598849.92
Cessna 172,2016,1,Piston,4,1285,36.87,3168.15,7,Asya,401382.55
Boeing 777,2001,2,Turbofan,396,15600,7.65,1167.84,22,Asya,445611868.66
Cessna 172,2004,1,Piston,4,1285,18.73,1416.98,19,Asya,286067.14
Airbus A350,2007,2,Turbofan,350,14800,12.78,2293.4,16,Asya,544120751.01
Airbus A350,2005,2,Turbofan,350,14800,3.32,4318.25,18,Asya,485987167.02
Airbus A320,1988,2,Turbofan,180,6300,13.71,4906.53,35,Asya,79796699.73
Bombardier CRJ200,2009,2,Turbofan,50,3000,10.52,3613.92,14,Asya,17822134.94
Cessna 172,2019,1,Piston,4,1285,24.85,1843.06,4,Asya,303721.23
Airbus A320,2011,2,Turbofan,180,6300,6.51,1321.24,12,Asya,111880178.58
Airbus A320,2009,2,Turbofan,180,6300,4.03,1116.29,14,Asya,112929224.56
Airbus A350,2008,2,Turbofan,350,14800,8.05,4465.1,15,Asya,443581206.24
Airbus A350,2012,2,Turbofan,350,14800,4.77,2656.88,11,Asya,482891493.91
Airbus A320,2023,2,Turbofan,180,6300,11.16,2789.66,0,Asya,140846189.93
Cessna 172,1983,1,Piston,4,1285,38.46,784.53,40,Asya,197626.57
Bombardier CRJ200,2012,2,Turbofan,50,3000,4.45,4483.61,11,Asya,16609487.03
Airbus A350,1982,2,Turbofan,350,14800,12.72,3723.68,41,Asya,447227697.78
Boeing 737,1993,2,Turbofan,162,5700,11.53,622.53,30,Asya,66738129.65
Cessna 172,2023,1,Piston,4,1285,15.01,2405.03,0,Asya,399781.97
Boeing 737,2015,2,Turbofan,162,5700,3.44,1925.27,8,Asya,92000464.24
Cessna 172,1988,1,Piston,4,1285,46.64,3323.96,35,Asya,259505.43
Airbus A320,2019,2,Turbofan,180,6300,7.4,3240.04,4,Asya,132565823.52
Bombardier CRJ200,2011,2,Turbofan,50,3000,2.4,2260.0,12,Asya,15872472.34
Boeing 737,1991,2,Turbofan,162,5700,2.96,4610.8,32,Asya,70203129.88
Boeing 737,2017,2,Turbofan,162,5700,3.88,1448.23,6,Asya,120730861.02
Boeing 777,1995,2,Turbofan,396,15600,7.56,3483.91,28,Asya,449330936.25
Cessna 172,1989,1,Piston,4,1285,46.25,701.79,34,Asya,186714.11
Boeing 777,2017,2,Turbofan,396,15600,12.05,3793.92,6,Asya,625878120.78
Airbus A350,2005,2,Turbofan,350,14800,5.11,3037.58,18,Asya,492981760.95
Cessna 172,1991,1,Piston,4,1285,42.4,1460.55,32,Asya,251699.17
Airbus A350,1980,2,Turbofan,350,14800,4.62,4099.97,43,Asya,351754409.47
Bombardier CRJ200,2016,2,Turbofan,50,3000,13.24,2549.52,7,Asya,19524476.25
Airbus A320,1999,2,Turbofan,180,6300,11.88,3594.2,24,Asya,80418876.75
Airbus A350,1988,2,Turbofan,350,14800,13.33,636.77,35,Asya,385767628.93
Airbus A320,1998,2,Turbofan,180,6300,2.11,1220.24,25,Asya,83078584.75
Bombardier CRJ200,1989,2,Turbofan,50,3000,8.67,4650.76,34,Asya,11494578.4
Boeing 777,1994,2,Turbofan,396,15600,10.59,3761.73,29,Asya,380055059.39
Airbus A350,2018,2,Turbofan,350,14800,14.92,3131.55,5,Asya,781901169.84
Cessna 172,2014,1,Piston,4,1285,32.11,2943.52,9,Asya,379373.24
Cessna 172,1988,1,Piston,4,1285,12.55,2694.51,35,Asya,212690.79
Airbus A350,2006,2,Turbofan,350,14800,9.93,1424.89,17,Asya,407872757.17
Boeing 737,1980,2,Turbofan,162,5700,4.36,1385.78,43,Asya,65701797.95
Boeing 737,2018,2,Turbofan,162,5700,14.85,3949.81,5,Asya,100516044.17
Airbus A350,2020,2,Turbofan,350,14800,13.24,4479.79,3,Asya,746167296.7
Boeing 737,2018,2,Turbofan,162,5700,13.92,2274.04,5,Asya,101530405.7
Cessna 172,2022,1,Piston,4,1285,37.81,2813.38,1,Asya,453572.57
Airbus A350,2010,2,Turbofan,350,14800,9.92,2446.76,13,Asya,535906435.38
Boeing 737,1998,2,Turbofan,162,5700,10.2,1033.38,25,Asya,61507336.17
Cessna 172,1995,1,Piston,4,1285,45.72,1499.15,28,Asya,229618.78
Bombardier CRJ200,2001,2,Turbofan,50,3000,2.14,4319.93,22,Asya,14807650.83
Bombardier CRJ200,2019,2,Turbofan,50,3000,4.93,2543.87,4,Asya,26702849.3
Airbus A320,1985,2,Turbofan,180,6300,5.32,2813.62,38,Asya,79725709.95
Airbus A350,2004,2,Turbofan,350,14800,2.56,683.18,19,Asya,450795168.6
Airbus A320,2022,2,Turbofan,180,6300,9.12,3552.47,1,Asya,168638465.44
Airbus A320,1989,2,Turbofan,180,6300,10.61,1889.45,34,Asya,82476369.41
Airbus A350,2023,2,Turbofan,350,14800,13.78,3875.66,0,Asya,596442340.36
Bombardier CRJ200,1992,2,Turbofan,50,3000,3.37,612.28,31,Asya,13210532.48
Cessna 172,1999,1,Piston,4,1285,29.3,1077.25,24,Asya,237953.3
Cessna 172,2008,1,Piston,4,1285,48.59,785.46,15,Asya,313976.65
Airbus A320,2007,2,Turbofan,180,6300,13.55,597.27,16,Asya,111767224.58
Airbus A350,1997,2,Turbofan,350,14800,14.99,1774.21,26,Asya,342347390.91
Boeing 737,1990,2,Turbofan,162,5700,6.86,694.59,33,Asya,55637282.4
Airbus A320,2012,2,Turbofan,180,6300,3.62,3932.83,11,Asya,143611493.74
Boeing 737,2015,2,Turbofan,162,5700,9.26,1361.85,8,Asya,88011949.66
Bombardier CRJ200,2015,2,Turbofan,50,3000,2.45,2337.54,8,Asya,20297333.02
Boeing 777,1989,2,Turbofan,396,15600,6.83,3661.34,34,Asya,442890251.2
Airbus A350,2004,2,Turbofan,350,14800,12.29,604.29,19,Asya,372592311.5
Airbus A320,2006,2,Turbofan,180,6300,4.5,3291.52,17,Asya,96186385.55
Cessna 172,2007,1,Piston,4,1285,37.76,1732.39,16,Asya,341887.75
Airbus A350,2005,2,Turbofan,350,14800,6.33,1218.84,18,Asya,520059271.14
Boeing 777,1981,2,Turbofan,396,15600,5.89,3499.55,42,Asya,419636428.22
Boeing 777,1995,2,Turbofan,396,15600,12.42,2017.38,28,Asya,374925482.79
Airbus A320,1990,2,Turbofan,180,6300,9.47,918.72,33,Asya,78563542.17
Boeing 737,2016,2,Turbofan,162,5700,9.03,2734.94,7,Asya,105731455.63
Boeing 777,1980,2,Turbofan,396,15600,7.36,4748.92,43,Asya,436421617.47
Airbus A320,1987,2,Turbofan,180,6300,7.29,3339.71,36,Asya,63002445.84
Boeing 777,2004,2,Turbofan,396,15600,2.9,1693.46,19,Asya,517671261.54
Boeing 737,2022,2,Turbofan,162,5700,10.81,4094.84,1,Asya,134934043.34
Boeing 777,1981,2,Turbofan,396,15600,13.44,664.83,42,Asya,429198380.02
Cessna 172,2011,1,Piston,4,1285,24.88,4924.74,12,Asya,294338.34
Cessna 172,1998,1,Piston,4,1285,19.35,2846.15,25,Asya,151583.23
Airbus A350,2013,2,Turbofan,350,14800,2.03,3611.5,10,Asya,527279139.64
Boeing 777,2005,2,Turbofan,396,15600,4.93,1663.94,18,Asya,436665818.65
Cessna 172,1995,1,Piston,4,1285,44.38,1826.47,28,Asya,229659.39
Airbus A320,2005,2,Turbofan,180,6300,11.38,1531.65,18,Asya,100088441.77
Boeing 737,2014,2,Turbofan,162,5700,2.52,628.61,9,Asya,103512569.51
Airbus A320,1980,2,Turbofan,180,6300,4.05,1136.31,43,Asya,86946098.71
Boeing 777,1980,2,Turbofan,396,15600,9.71,635.46,43,Asya,390974972.73
Boeing 777,2023,2,Turbofan,396,15600,10.84,621.48,0,Asya,806995730.0
Boeing 777,2010,2,Turbofan,396,15600,8.2,2340.38,13,Asya,670370787.08
Cessna 172,1997,1,Piston,4,1285,44.65,3867.27,26,Asya,229960.43
Boeing 737,1994,2,Turbofan,162,5700,9.71,4668.02,29,Asya,55747077.63
Boeing 777,2019,2,Turbofan,396,15600,14.4,4150.05,4,Asya,645581967.88
Cessna 172,2003,1,Piston,4,1285,38.29,772.72,20,Asya,293935.3
Bombardier CRJ200,1999,2,Turbofan,50,3000,4.81,4747.54,24,Asya,12777006.04
Boeing 737,2013,2,Turbofan,162,5700,6.91,4289.3,10,Asya,120887268.63
Bombardier CRJ200,2010,2,Turbofan,50,3000,8.98,1996.17,13,Asya,17495789.28
Bombardier CRJ200,2016,2,Turbofan,50,3000,13.36,3974.05,7,Asya,21122971.21
Bombardier CRJ200,2008,2,Turbofan,50,3000,6.15,930.93,15,Asya,17053699.01
Boeing 777,1996,2,Turbofan,396,15600,14.92,1089.49,27,Asya,343617801.31
Cessna 172,2023,1,Piston,4,1285,11.47,4025.73,0,Asya,561279.3
Airbus A350,2018,2,Turbofan,350,14800,10.7,1261.8,5,Asya,766405340.05
Boeing 737,1989,2,Turbofan,162,5700,10.26,4551.95,34,Asya,64823590.54
Boeing 737,1991,2,Turbofan,162,5700,6.03,3909.16,32,Asya,57931177.51
Airbus A350,2018,2,Turbofan,350,14800,13.36,4494.07,5,Asya,649766847.85
Bombardier CRJ200,2000,2,Turbofan,50,3000,4.11,4147.4,23,Asya,11830553.12
Boeing 777,2008,2,Turbofan,396,15600,3.63,3570.46,15,Asya,456109202.0
Bombardier CRJ200,1993,2,Turbofan,50,3000,13.26,3777.4,30,Asya,13949703.0
Bombardier CRJ200,2000,2,Turbofan,50,3000,7.93,4417.45,23,Asya,13920172.66
Airbus A350,2014,2,Turbofan,350,14800,8.89,2586.09,9,Asya,583084297.07
Boeing 737,2008,2,Turbofan,162,5700,9.04,3562.76,15,Asya,77136069.55
Cessna 172,2015,1,Piston,4,1285,46.74,3157.21,8,Asya,377451.65
Bombardier CRJ200,1998,2,Turbofan,50,3000,6.03,4833.42,25,Asya,10974395.57
Airbus A320,1992,2,Turbofan,180,6300,13.9,3292.94,31,Asya,66444543.85
Airbus A350,1991,2,Turbofan,350,14800,4.85,3344.21,32,Asya,357768613.48
Airbus A350,1984,2,Turbofan,350,14800,4.05,1588.76,39,Asya,424553749.51
Bombardier CRJ200,1981,2,Turbofan,50,3000,9.25,1936.47,42,Asya,12332252.59
Airbus A350,1983,2,Turbofan,350,14800,6.19,3134.43,40,Asya,380552607.49
Cessna 172,2000,1,Piston,4,1285,36.62,4951.57,23,Asya,207387.33
Airbus A320,1994,2,Turbofan,180,6300,9.08,2822.75,29,Asya,69085442.43
Boeing 777,1985,2,Turbofan,396,15600,3.74,4326.5,38,Asya,423456113.74
Boeing 737,1998,2,Turbofan,162,5700,11.61,3425.89,25,Asya,62939164.45
Cessna 172,1983,1,Piston,4,1285,46.61,4743.24,40,Asya,225788.27
Airbus A320,2017,2,Turbofan,180,6300,13.92,2377.08,6,Asya,134857884.18
Boeing 777,1985,2,Turbofan,396,15600,7.14,2648.08,38,Asya,387684492.36
Airbus A320,2020,2,Turbofan,180,6300,9.82,2532.38,3,Asya,160274926.05
Bombardier CRJ200,1992,2,Turbofan,50,3000,4.02,1876.95,31,Asya,13737387.1
Airbus A350,1982,2,Turbofan,350,14800,9.62,3305.52,41,Asya,325230152.18
Airbus A320,1992,2,Turbofan,180,6300,8.37,2062.6,31,Asya,70495687.09
Boeing 777,1986,2,Turbofan,396,15600,5.36,4152.07,37,Asya,407597674.05
Boeing 777,1989,2,Turbofan,396,15600,3.49,3459.36,34,Asya,392083344.26
Airbus A320,1981,2,Turbofan,180,6300,14.12,2835.41,42,Asya,67070333.66
Boeing 777,1982,2,Turbofan,396,15600,3.17,974.27,41,Asya,402876010.6
Bombardier CRJ200,2019,2,Turbofan,50,3000,5.39,2516.29,4,Asya,21693500.05
Airbus A350,1999,2,Turbofan,350,14800,2.07,1194.2,24,Asya,363559241.61
Airbus A320,1999,2,Turbofan,180,6300,4.44,2067.07,24,Asya,83146554.45
Boeing 777,2010,2,Turbofan,396,15600,9.91,2037.46,13,Asya,668451238.34
Bombardier CRJ200,2016,2,Turbofan,50,3000,5.1,4789.28,7,Asya,18898687.47
Bombardier CRJ200,2012,2,Turbofan,50,3000,11.16,3109.52,11,Asya,17388123.9
Airbus A350,1985,2,Turbofan,350,14800,9.83,2964.36,38,Asya,375836788.07
Bombardier CRJ200,1990,2,Turbofan,50,3000,12.71,3322.09,33,Asya,13055904.11
Boeing 737,1988,2,Turbofan,162,5700,14.53,3804.62,35,Asya,61522691.32
Bombardier CRJ200,1999,2,Turbofan,50,3000,9.95,1481.95,24,Asya,11383892.51
Boeing 737,2022,2,Turbofan,162,5700,13.52,1698.51,1,Asya,137079196.7
Airbus A350,2023,2,Turbofan,350,14800,3.39,4608.81,0,Asya,784212504.88
Airbus A320,2018,2,Turbofan,180,6300,9.85,2755.77,5,Asya,128993876.42
Cessna 172,1981,1,Piston,4,1285,18.97,3342.64,42,Asya,199176.3
Cessna 172,1982,1,Piston,4,1285,23.64,4579.76,41,Asya,193986.46
Boeing 737,1998,2,Turbofan,162,5700,10.13,2944.37,25,Asya,57535282.13
Cessna 172,1985,1,Piston,4,1285,27.29,2129.35,38,Asya,194160.19
Boeing 737,1981,2,Turbofan,162,5700,6.06,4261.29,42,Asya,68170988.11
Boeing 777,1989,2,Turbofan,396,15600,10.59,4900.41,34,Asya,357737702.19
Cessna 172,2004,1,Piston,4,1285,46.1,4575.87,19,Asya,265533.51
Bombardier CRJ200,1999,2,Turbofan,50,3000,13.09,4133.79,24,Asya,14112622.04
Boeing 737,1998,2,Turbofan,162,5700,3.35,4451.76,25,Asya,65880792.52
Airbus A320,2018,2,Turbofan,180,6300,3.33,1663.23,5,Asya,153444573.1
Airbus A320,2015,2,Turbofan,180,6300,8.79,1204.59,8,Asya,129646558.33
Boeing 777,2019,2,Turbofan,396,15600,9.61,4512.63,4,Asya,670282588.14
Bombardier CRJ200,2004,2,Turbofan,50,3000,11.49,2733.07,19,Asya,17032896.08
Airbus A320,2001,2,Turbofan,180,6300,9.83,3109.07,22,Asya,89452892.88
Bombardier CRJ200,1999,2,Turbofan,50,3000,2.95,1151.33,24,Asya,12085436.9
Cessna 172,1994,1,Piston,4,1285,39.85,4942.41,29,Asya,204021.64
Boeing 737,2003,2,Turbofan,162,5700,14.17,2366.54,20,Asya,68884272.35
Airbus A350,2003,2,Turbofan,350,14800,8.71,1512.26,20,Asya,381345803.63
Boeing 777,2004,2,Turbofan,396,15600,13.25,4946.86,19,Asya,488467106.62
Bombardier CRJ200,1997,2,Turbofan,50,3000,7.15,2731.29,26,Asya,11430225.59
Airbus A320,1996,2,Turbofan,180,6300,9.24,4532.75,27,Asya,67310888.97
Boeing 737,1980,2,Turbofan,162,5700,10.57,4155.82,43,Asya,64964831.03
Cessna 172,2018,1,Piston,4,1285,27.28,1765.45,5,Asya,401481.63
Bombardier CRJ200,1997,2,Turbofan,50,3000,8.01,3040.08,26,Asya,12464369.19
Cessna 172,1987,1,Piston,4,1285,19.82,1773.11,36,Asya,196949.68
Cessna 172,1999,1,Piston,4,1285,15.46,2219.78,24,Asya,227651.86
Boeing 737,1997,2,Turbofan,162,5700,6.39,2797.5,26,Asya,71786036.55
Airbus A350,2018,2,Turbofan,350,14800,10.58,3594.21,5,Asya,544964989.03
Airbus A320,2003,2,Turbofan,180,6300,6.1,2200.07,20,Asya,98781038.26
Boeing 777,2022,2,Turbofan,396,15600,14.06,4488.84,1,Asya,791574322.22
Airbus A350,2015,2,Turbofan,350,14800,13.35,4230.3,8,Asya,589462665.96
Cessna 172,1981,1,Piston,4,1285,14.41,3089.88,42,Asya,250697.32
Boeing 737,1999,2,Turbofan,162,5700,12.56,2084.28,24,Asya,70461224.43
Airbus A320,2012,2,Turbofan,180,6300,3.55,4841.13,11,Asya,105502544.39
Boeing 737,1991,2,Turbofan,162,5700,14.41,4254.98,32,Asya,56130227.03
Airbus A320,2000,2,Turbofan,180,6300,11.21,867.57,23,Asya,87958598.47
Airbus A320,1999,2,Turbofan,180,6300,11.28,1820.47,24,Asya,90072681.92
Boeing 777,2017,2,Turbofan,396,15600,10.84,1601.62,6,Asya,687113664.29
Cessna 172,2004,1,Piston,4,1285,23.47,2354.96,19,Asya,251618.55
Boeing 777,2008,2,Turbofan,396,15600,4.24,1611.12,15,Asya,626226580.39
Boeing 737,1997,2,Turbofan,162,5700,7.52,4225.03,26,Asya,55107663.97
Cessna 172,2018,1,Piston,4,1285,12.56,1019.45,5,Asya,384878.98
Airbus A350,1990,2,Turbofan,350,14800,12.04,1214.87,33,Asya,351239898.41
Boeing 737,1999,2,Turbofan,162,5700,5.33,3908.15,24,Asya,57177987.93
Airbus A320,2002,2,Turbofan,180,6300,14.11,3848.5,21,Asya,89787796.62
Boeing 737,1980,2,Turbofan,162,5700,6.1,3724.72,43,Asya,67137275.18
Boeing 777,2007,2,Turbofan,396,15600,12.26,3134.03,16,Asya,522216139.09
Bombardier CRJ200,2011,2,Turbofan,50,3000,6.05,2800.0,12,Asya,19681727.7
Cessna 172,1999,1,Piston,4,1285,49.59,4173.02,24,Asya,233014.15
Bombardier CRJ200,1994,2,Turbofan,50,3000,2.47,3006.84,29,Asya,13001189.68
Cessna 172,1986,1,Piston,4,1285,36.41,3851.97,37,Asya,191482.47
Airbus A350,2001,2,Turbofan,350,14800,3.17,2945.79,22,Asya,362450810.79
Boeing 737,1988,2,Turbofan,162,5700,8.57,1763.11,35,Asya,62087830.68
Airbus A350,2015,2,Turbofan,350,14800,5.17,3314.63,8,Asya,606019968.38
Airbus A350,2022,2,Turbofan,350,14800,10.04,2390.64,1,Asya,717278836.47
Bombardier CRJ200,2019,2,Turbofan,50,3000,12.53,4049.58,4,Asya,29671191.16
Boeing 737,2023,2,Turbofan,162,5700,6.08,812.18,0,Asya,139072133.15
Bombardier CRJ200,2011,2,Turbofan,50,3000,3.74,1299.24,12,Asya,16145520.46
Airbus A320,2011,2,Turbofan,180,6300,8.64,1107.08,12,Asya,105758874.9
Boeing 737,1982,2,Turbofan,162,5700,3.38,1283.65,41,Asya,58530265.37
Bombardier CRJ200,1996,2,Turbofan,50,3000,4.94,3504.75,27,Asya,11370314.31
Cessna 172,1988,1,Piston,4,1285,11.74,1932.13,35,Asya,182813.46
Airbus A320,2003,2,Turbofan,180,6300,8.91,1008.98,20,Asya,101939283.63
Boeing 777,1987,2,Turbofan,396,15600,10.79,2041.41,36,Asya,336863809.46
Airbus A320,2000,2,Turbofan,180,6300,5.91,3762.99,23,Asya,89099398.22
Bombardier CRJ200,2003,2,Turbofan,50,3000,9.61,3047.7,20,Asya,13281680.81
Boeing 777,2021,2,Turbofan,396,15600,5.32,2819.52,2,Asya,700973479.2
Cessna 172,1988,1,Piston,4,1285,16.63,4458.23,35,Asya,199455.82
Airbus A350,2008,2,Turbofan,350,14800,13.49,3234.07,15,Asya,458555889.01
Airbus A320,1980,2,Turbofan,180,6300,3.12,4944.56,43,Asya,77751667.64
Cessna 172,2004,1,Piston,4,1285,40.56,4570.98,19,Asya,274301.69
Airbus A350,2020,2,Turbofan,350,14800,11.44,3112.91,3,Asya,779024286.47
Cessna 172,1983,1,Piston,4,1285,39.88,4162.28,40,Asya,183956.61
Cessna 172,2003,1,Piston,4,1285,17.49,705.25,20,Asya,259747.21
Boeing 737,2021,2,Turbofan,162,5700,10.57,3173.3,2,Asya,106135384.74
Boeing 777,2005,2,Turbofan,396,15600,2.22,1921.72,18,Asya,479691230.37
Bombardier CRJ200,2021,2,Turbofan,50,3000,2.89,4375.2,2,Asya,22033903.04
Boeing 777,2020,2,Turbofan,396,15600,6.66,2270.38,3,Asya,782922590.07
Boeing 737,1998,2,Turbofan,162,5700,14.53,4574.43,25,Asya,68127419.76
Boeing 777,1995,2,Turbofan,396,15600,8.89,1850.23,28,Asya,355344418.99
Cessna 172,2001,1,Piston,4,1285,32.83,2909.86,22,Asya,277097.65
Boeing 737,1992,2,Turbofan,162,5700,6.56,4116.42,31,Asya,54072665.67
Cessna 172,2020,1,Piston,4,1285,29.33,578.65,3,Asya,423657.92
Boeing 737,2007,2,Turbofan,162,5700,11.83,3684.97,16,Asya,83407839.11
Airbus A350,1987,2,Turbofan,350,14800,9.0,1245.21,36,Asya,376164770.74
Boeing 737,2000,2,Turbofan,162,5700,5.63,4954.75,23,Asya,59519217.73
Cessna 172,1982,1,Piston,4,1285,36.68,4508.57,41,Asya,223354.38
Boeing 777,2000,2,Turbofan,396,15600,12.28,3965.65,23,Asya,460445599.62
Boeing 737,1995,2,Turbofan,162,5700,4.82,1025.53,28,Asya,69238793.3
Boeing 737,2018,2,Turbofan,162,5700,7.54,1828.57,5,Asya,107913351.06
Boeing 737,2008,2,Turbofan,162,5700,7.8,1767.95,15,Asya,107208209.35
Airbus A320,1984,2,Turbofan,180,6300,9.59,3368.13,39,Asya,71660071.44
Bombardier CRJ200,2007,2,Turbofan,50,3000,7.11,2592.79,16,Asya,15790587.98
Bombardier CRJ200,2010,2,Turbofan,50,3000,12.32,4597.74,13,Asya,17370762.04
Airbus A350,1998,2,Turbofan,350,14800,9.27,512.85,25,Asya,372379470.68
Boeing 777,1981,2,Turbofan,396,15600,4.56,1096.55,42,Asya,496380900.1
Boeing 737,2017,2,Turbofan,162,5700,6.77,2968.24,6,Asya,107269245.14
Airbus A320,2006,2,Turbofan,180,6300,8.41,4262.75,17,Asya,114981921.93
Bombardier CRJ200,2017,2,Turbofan,50,3000,11.69,3506.9,6,Asya,22887728.23
Boeing 737,2001,2,Turbofan,162,5700,8.25,3535.52,22,Asya,73488585.44
Bombardier CRJ200,1986,2,Turbofan,50,3000,14.9,638.51,37,Asya,11550550.12
Airbus A320,2006,2,Turbofan,180,6300,9.27,753.95,17,Asya,107502780.16
Boeing 737,2012,2,Turbofan,162,5700,6.8,1747.42,11,Asya,114025139.89
Boeing 737,1993,2,Turbofan,162,5700,5.63,1848.79,30,Asya,74125944.53
Airbus A320,1998,2,Turbofan,180,6300,11.34,4279.97,25,Asya,81696205.24
Airbus A350,2022,2,Turbofan,350,14800,7.32,850.16,1,Asya,646960668.05
Bombardier CRJ200,2004,2,Turbofan,50,3000,10.42,2874.83,19,Asya,16092779.57
Bombardier CRJ200,1992,2,Turbofan,50,3000,12.83,1652.35,31,Asya,13033354.77
Boeing 737,1983,2,Turbofan,162,5700,14.83,2523.6,40,Asya,63055259.87
Cessna 172,1995,1,Piston,4,1285,45.01,1223.05,28,Asya,220765.51
Boeing 777,1997,2,Turbofan,396,15600,4.26,2848.71,26,Asya,381760145.1
Airbus A320,1984,2,Turbofan,180,6300,14.72,1119.23,39,Asya,78524523.58
Bombardier CRJ200,1995,2,Turbofan,50,3000,9.74,2725.43,28,Asya,13284742.56
Boeing 777,2021,2,Turbofan,396,15600,6.08,870.09,2,Asya,840696087.37
Boeing 777,1981,2,Turbofan,396,15600,2.86,4857.07,42,Asya,468781796.65
Cessna 172,2012,1,Piston,4,1285,33.21,2219.47,11,Asya,308318.31
Bombardier CRJ200,2005,2,Turbofan,50,3000,13.19,4432.21,18,Asya,16071477.82
Cessna 172,2018,1,Piston,4,1285,48.74,964.13,5,Asya,446711.69
Cessna 172,2014,1,Piston,4,1285,10.56,3637.04,9,Asya,343306.59
Airbus A350,1998,2,Turbofan,350,14800,4.42,4611.5,25,Asya,339889834.55
Boeing 777,2014,2,Turbofan,396,15600,14.8,648.66,9,Asya,519651971.3
Boeing 777,1981,2,Turbofan,396,15600,10.25,4212.26,42,Asya,326980059.85
Bombardier CRJ200,1998,2,Turbofan,50,3000,9.78,3302.55,25,Asya,12523663.42
Airbus A350,1982,2,Turbofan,350,14800,12.69,2665.41,41,Asya,312055299.84
